Run No., Proc No., TBV(Ogawa),Cpre, H(%), Sex , Height(cm),Weight(kg),Yield, Vp, Vc, Vintarg, Vac, Time(min), Qin-pp, Qin-mr, Qch-mr,Time(mr),Time(PCA),Time(ExtPCA),Time(PIR_PLASMA),Time(PIR_NOPLASMA),Rpm(mr),Rpm(pp),Status
533,1,3307.58,150.00,0.44,1,154.00,45.00, 2.20,0.00,0.00,0.00,300.28,77.60,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
533,2,3307.58,150.00,0.44,1,154.00,45.00, 3.20,0.00,0.00,0.00,270.27,69.62,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
533,3,3307.58,150.00,0.44,1,154.00,45.00, 4.00,0.00,0.00,0.00,174.52,44.38,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
534,1,3307.58,150.00,0.45,1,154.00,45.00, 2.20,0.00,0.00,0.00,300.28,77.60,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
534,2,3307.58,150.00,0.45,1,154.00,45.00, 3.20,0.00,0.00,0.00,270.27,69.62,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
534,3,3307.58,150.00,0.45,1,154.00,45.00, 4.00,0.00,0.00,0.00,174.52,44.38,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
535,1,3307.58,150.00,0.46,1,154.00,45.00, 2.20,0.00,0.00,0.00,300.28,77.60,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
535,2,3307.58,150.00,0.46,1,154.00,45.00, 3.20,0.00,0.00,0.00,270.27,69.62,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
535,3,3307.58,150.00,0.46,1,154.00,45.00, 4.00,0.00,0.00,0.00,174.52,44.38,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
536,1,3307.58,150.00,0.47,1,154.00,45.00, 2.20,0.00,0.00,0.00,300.28,77.60,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
536,2,3307.58,150.00,0.47,1,154.00,45.00, 3.20,0.00,0.00,0.00,270.27,69.62,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
536,3,3307.58,150.00,0.47,1,154.00,45.00, 4.00,0.00,0.00,0.00,174.52,44.38,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
537,1,3307.58,150.00,0.48,1,154.00,45.00, 2.20,0.00,0.00,0.00,300.28,77.60,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
537,2,3307.58,150.00,0.48,1,154.00,45.00, 3.20,0.00,0.00,0.00,270.27,69.62,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
537,3,3307.58,150.00,0.48,1,154.00,45.00, 4.00,0.00,0.00,0.00,174.52,44.38,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
538,1,3307.58,150.00,0.49,1,154.00,45.00, 2.20,0.00,0.00,0.00,300.28,77.60,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
538,2,3307.58,150.00,0.49,1,154.00,45.00, 3.20,0.00,0.00,0.00,270.27,69.62,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
538,3,3307.58,150.00,0.49,1,154.00,45.00, 4.00,0.00,0.00,0.00,174.52,44.38,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
539,1,3307.58,150.00,0.50,1,154.00,45.00, 2.20,0.00,0.00,0.00,300.28,77.60,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
539,2,3307.58,150.00,0.50,1,154.00,45.00, 3.20,0.00,0.00,0.00,270.27,69.62,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
539,3,3307.58,150.00,0.50,1,154.00,45.00, 4.00,0.00,0.00,0.00,174.52,44.38,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
540,1,3307.58,200.00,0.40,1,154.00,45.00, 2.20,250.00,220.00,2024.99,196.20,50.40,60.00,60.00, 4.29, 13.91, 2.80, 0.41, 0.00, 0.00, 2777.46, 2777.46,0
540,2,3307.58,200.00,0.40,1,154.00,45.00, 3.20,210.00,261.79,2819.61,262.95,68.13,60.00,60.00, 4.29, 38.18, 0.60, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
540,3,3307.58,200.00,0.40,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
541,1,3307.58,200.00,0.41,1,154.00,45.00, 2.20,250.00,220.00,2024.94,197.05,50.62,60.00,60.00, 4.29, 12.64, 2.96, 0.64, 0.00, 0.00, 2777.46, 2777.46,0
541,2,3307.58,200.00,0.41,1,154.00,45.00, 3.20,210.00,262.35,2819.68,262.96,68.13,60.00,60.00, 4.29, 37.17, 0.68, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
541,3,3307.58,200.00,0.41,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
542,1,3307.58,200.00,0.42,1,154.00,45.00, 2.20,250.00,220.00,2024.98,197.33,50.70,60.00,60.00, 4.29, 11.08, 3.30, 0.71, 0.00, 0.00, 2777.46, 2777.46,0
542,2,3307.58,200.00,0.42,1,154.00,45.00, 3.20,210.00,261.94,2819.71,262.96,68.13,60.00,60.00, 4.29, 36.08, 0.74, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
542,3,3307.58,200.00,0.42,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
543,1,3307.58,200.00,0.43,1,154.00,45.00, 2.20,250.00,220.00,2025.04,197.69,50.79,60.00,60.00, 4.29, 9.33, 3.70, 0.81, 0.00, 0.00, 2777.46, 2777.46,0
543,2,3307.58,200.00,0.43,1,154.00,45.00, 3.20,210.00,262.24,2819.71,262.96,68.13,60.00,60.00, 4.29, 34.85, 0.83, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
543,3,3307.58,200.00,0.43,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
544,1,3307.58,200.00,0.44,1,154.00,45.00, 2.20,250.00,220.00,2025.01,198.14,50.91,60.00,60.00, 4.29, 7.35, 4.19, 0.93, 0.00, 0.00, 2777.46, 2777.46,0
544,2,3307.58,200.00,0.44,1,154.00,45.00, 3.20,210.00,262.18,2819.73,262.96,68.12,60.00,60.00, 4.29, 33.50, 0.93, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
544,3,3307.58,200.00,0.44,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
545,1,3307.58,200.00,0.45,1,154.00,45.00, 2.20,250.00,220.00,2025.04,198.73,51.06,60.00,60.00, 4.29, 5.09, 4.78, 1.08, 0.00, 0.00, 2777.46, 2777.46,0
545,2,3307.58,200.00,0.45,1,154.00,45.00, 3.20,210.00,260.84,2819.72,262.96,68.12,60.00,60.00, 4.29, 32.03, 0.99, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
545,3,3307.58,200.00,0.45,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
546,1,3307.58,200.00,0.46,1,154.00,45.00, 2.20,250.00,220.00,2025.01,199.52,51.27,60.00,60.00, 4.29, 2.48, 5.52, 1.29, 0.00, 0.00, 2777.46, 2777.46,0
546,2,3307.58,200.00,0.46,1,154.00,45.00, 3.20,210.00,259.05,2819.69,262.95,68.12,60.00,60.00, 4.29, 30.40, 1.05, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
546,3,3307.58,200.00,0.46,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
547,1,3307.58,200.00,0.47,1,154.00,45.00, 2.20,250.00,220.00,1977.17,201.50,51.79,60.00,60.00, 0.00, 0.00, 4.81, 2.91, 0.00, 0.00, 2777.46, 2777.46,0
547,2,3307.58,200.00,0.47,1,154.00,45.00, 3.20,210.00,259.09,2819.65,262.95,68.12,60.00,60.00, 4.29, 28.47, 1.21, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
547,3,3307.58,200.00,0.47,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
548,1,3307.58,200.00,0.48,1,154.00,45.00, 2.20,250.00,220.00,2024.96,208.17,53.57,60.00,60.00, 0.00, 0.00, 3.51, 3.59, 0.00, 0.00, 2777.46, 2777.46,0
548,2,3307.58,200.00,0.48,1,154.00,45.00, 3.20,210.00,259.01,2819.67,262.95,68.12,60.00,60.00, 4.29, 26.27, 1.40, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
548,3,3307.58,200.00,0.48,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
549,1,3307.58,200.00,0.49,1,154.00,45.00, 2.20,250.00,220.00,2024.87,215.44,55.50,60.00,60.00, 0.00, 0.00, 0.76, 5.53, 0.00, 0.00, 2777.46, 2777.46,0
549,2,3307.58,200.00,0.49,1,154.00,45.00, 3.20,210.00,259.07,2819.69,262.95,68.12,60.00,60.00, 4.29, 23.70, 1.65, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
549,3,3307.58,200.00,0.49,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
550,1,3307.58,200.00,0.50,1,154.00,45.00, 2.20,250.00,220.00,2024.79,230.58,59.52,60.00,60.00, 0.00, 0.00, 0.93, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
550,2,3307.58,200.00,0.50,1,154.00,45.00, 3.20,210.00,260.00,2819.64,263.35,68.22,60.00,60.00, 4.29, 20.71, 1.96, 0.11, 0.00, 0.00, 2777.46, 2777.46,0
550,3,3307.58,200.00,0.50,1,154.00,45.00, 4.00,0.00,263.25,3587.18,328.16,85.82,0.00,60.00, 3.65, 64.21, 0.00, 0.00, 0.00, 6.98, 2777.46, 3000.00,0
551,1,3307.58,250.00,0.40,1,154.00,45.00, 2.20,250.00,220.00,1718.24,173.00,43.95,60.00,60.00, 4.29, 4.90, 4.93, 1.25, 0.00, 0.00, 2777.46, 2777.46,0
551,2,3307.58,250.00,0.40,1,154.00,45.00, 3.20,210.00,259.19,2308.19,218.99,56.16,60.00,60.00, 4.29, 25.07, 2.16, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
551,3,3307.58,250.00,0.40,1,154.00,45.00, 4.00,0.00,260.00,2830.69,267.25,69.14,0.00,60.00, 4.29, 56.96, 0.00, 1.09, 0.00, 0.00, 2777.46, 3000.00,0
552,1,3307.58,250.00,0.41,1,154.00,45.00, 2.20,250.00,220.00,1718.21,173.65,44.12,60.00,60.00, 4.29, 3.24, 5.49, 1.43, 0.00, 0.00, 2777.46, 2777.46,0
552,2,3307.58,250.00,0.41,1,154.00,45.00, 3.20,210.00,260.00,2308.24,220.03,56.44,60.00,60.00, 4.29, 24.03, 2.27, 0.28, 0.00, 0.00, 2777.46, 2777.46,0
552,3,3307.58,250.00,0.41,1,154.00,45.00, 4.00,0.00,260.00,2830.69,267.38,69.18,0.00,60.00, 4.29, 56.96, 0.00, 1.13, 0.00, 0.00, 2777.46, 3000.00,0
553,1,3307.58,250.00,0.42,1,154.00,45.00, 2.20,250.00,220.00,1697.16,172.29,43.75,60.00,60.00, 0.00, 0.00, 7.02, 1.55, 0.00, 0.00, 2777.46, 2777.46,0
553,2,3307.58,250.00,0.42,1,154.00,45.00, 3.20,210.00,260.00,2308.26,220.26,56.50,60.00,60.00, 4.29, 22.79, 2.49, 0.34, 0.00, 0.00, 2777.46, 2777.46,0
553,3,3307.58,250.00,0.42,1,154.00,45.00, 4.00,0.00,260.00,2830.69,267.52,69.21,0.00,60.00, 4.29, 56.96, 0.00, 1.16, 0.00, 0.00, 2777.46, 3000.00,0
554,1,3307.58,250.00,0.43,1,154.00,45.00, 2.20,250.00,220.00,1705.71,176.77,44.94,60.00,60.00, 0.00, 0.00, 5.88, 2.54, 0.00, 0.00, 2777.46, 2777.46,0
554,2,3307.58,250.00,0.43,1,154.00,45.00, 3.20,210.00,260.00,2308.26,220.54,56.57,60.00,60.00, 4.29, 21.40, 2.74, 0.41, 0.00, 0.00, 2777.46, 2777.46,0
554,3,3307.58,250.00,0.43,1,154.00,45.00, 4.00,0.00,260.00,2830.69,267.66,69.25,0.00,60.00, 4.29, 56.96, 0.00, 1.20, 0.00, 0.00, 2777.46, 3000.00,0
555,1,3307.58,250.00,0.44,1,154.00,45.00, 2.20,250.00,220.00,1688.51,181.58,46.22,60.00,60.00, 0.00, 0.00, 4.00, 4.21, 0.00, 0.00, 2777.46, 2777.46,0
555,2,3307.58,250.00,0.44,1,154.00,45.00, 3.20,210.00,260.00,2308.23,220.88,56.65,60.00,60.00, 4.29, 19.85, 3.04, 0.50, 0.00, 0.00, 2777.46, 2777.46,0
555,3,3307.58,250.00,0.44,1,154.00,45.00, 4.00,0.00,260.00,2830.69,267.82,69.29,0.00,60.00, 4.29, 56.96, 0.00, 1.24, 0.00, 0.00, 2777.46, 3000.00,0
556,1,3307.58,250.00,0.45,1,154.00,45.00, 2.20,250.00,220.00,1719.45,186.75,47.59,60.00,60.00, 0.00, 0.00, 3.05, 4.88, 0.00, 0.00, 2777.46, 2777.46,0
556,2,3307.58,250.00,0.45,1,154.00,45.00, 3.20,210.00,260.00,2308.17,221.29,56.76,60.00,60.00, 4.29, 18.11, 3.40, 0.61, 0.00, 0.00, 2777.46, 2777.46,0
556,3,3307.58,250.00,0.45,1,154.00,45.00, 4.00,0.00,260.00,2830.69,267.99,69.34,0.00,60.00, 4.29, 56.96, 0.00, 1.29, 0.00, 0.00, 2777.46, 3000.00,0
557,1,3307.58,250.00,0.46,1,154.00,45.00, 2.20,250.00,220.00,1718.05,194.22,49.57,60.00,60.00, 0.00, 0.00, 2.24, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
557,2,3307.58,250.00,0.46,1,154.00,45.00, 3.20,210.00,260.00,2308.25,222.16,56.99,60.00,60.00, 4.29, 16.21, 3.74, 0.84, 0.00, 0.00, 2777.46, 2777.46,0
557,3,3307.58,250.00,0.46,1,154.00,45.00, 4.00,0.00,260.00,2830.69,268.17,69.39,0.00,60.00, 4.29, 56.96, 0.00, 1.34, 0.00, 0.00, 2777.46, 3000.00,0
558,1,3307.58,250.00,0.47,1,154.00,45.00, 2.20,250.00,220.00,1717.96,205.10,52.46,60.00,60.00, 0.00, 0.00, 2.73, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
558,2,3307.58,250.00,0.47,1,154.00,45.00, 3.20,210.00,260.00,2308.16,222.66,57.12,60.00,60.00, 4.29, 13.90, 4.28, 0.98, 0.00, 0.00, 2777.46, 2777.46,0
558,3,3307.58,250.00,0.47,1,154.00,45.00, 4.00,0.00,260.00,2830.69,268.37,69.44,0.00,60.00, 4.29, 56.96, 0.00, 1.39, 0.00, 0.00, 2777.46, 3000.00,0
559,1,3307.58,250.00,0.48,1,154.00,45.00, 2.20,250.00,220.00,1718.75,218.44,56.00,60.00,60.00, 0.00, 0.00, 3.73, 5.44, 0.00, 0.00, 2777.46, 2777.46,0
559,2,3307.58,250.00,0.48,1,154.00,45.00, 3.20,210.00,260.00,2308.13,223.33,57.30,60.00,60.00, 4.29, 11.22, 4.95, 1.15, 0.00, 0.00, 2777.46, 2777.46,0
559,3,3307.58,250.00,0.48,1,154.00,45.00, 4.00,0.00,260.00,2830.69,268.58,69.50,0.00,60.00, 4.29, 56.96, 0.00, 1.45, 0.00, 0.00, 2777.46, 3000.00,0
560,1,3307.58,250.00,0.49,1,154.00,45.00, 2.20,250.00,220.00,1718.04,232.48,59.72,60.00,60.00, 0.00, 0.00, 4.04, 5.65, 0.00, 0.00, 2777.46, 2777.46,0
560,2,3307.58,250.00,0.49,1,154.00,45.00, 3.20,210.00,260.00,2308.21,224.27,57.54,60.00,60.00, 4.29, 8.06, 5.82, 1.40, 0.00, 0.00, 2777.46, 2777.46,0
560,3,3307.58,250.00,0.49,1,154.00,45.00, 4.00,0.00,260.00,2830.69,268.81,69.56,0.00,60.00, 4.29, 56.96, 0.00, 1.51, 0.00, 0.00, 2777.46, 3000.00,0
561,1,3307.58,250.00,0.50,1,154.00,45.00, 2.20,250.00,220.00,1717.74,249.60,64.27,60.00,60.00, 0.00, 0.00, 4.70, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
561,2,3307.58,250.00,0.50,1,154.00,45.00, 3.20,210.00,260.00,2308.11,225.64,57.90,60.00,60.00, 4.29, 4.25, 6.97, 1.77, 0.00, 0.00, 2777.46, 2777.46,0
561,3,3307.58,250.00,0.50,1,154.00,45.00, 4.00,0.00,260.00,2830.69,269.07,69.62,0.00,60.00, 4.29, 56.96, 0.00, 1.57, 0.00, 0.00, 2777.46, 3000.00,0
562,1,3307.58,300.00,0.40,1,154.00,45.00, 2.20,250.00,220.00,1458.24,163.10,41.17,60.00,60.00, 0.00, 0.00, 3.96, 4.56, 0.00, 0.00, 2777.46, 2777.46,0
562,2,3307.58,300.00,0.40,1,154.00,45.00, 3.20,210.00,260.00,2015.73,196.17,49.95,60.00,60.00, 4.29, 17.09, 3.52, 0.62, 0.00, 0.00, 2777.46, 2777.46,0
562,3,3307.58,300.00,0.40,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
563,1,3307.58,300.00,0.41,1,154.00,45.00, 2.20,250.00,220.00,1458.16,166.99,42.20,60.00,60.00, 0.00, 0.00, 2.85, 5.59, 0.00, 0.00, 2777.46, 2777.46,0
563,2,3307.58,300.00,0.41,1,154.00,45.00, 3.20,210.00,260.00,2015.76,196.63,50.07,60.00,60.00, 4.29, 15.84, 3.85, 0.74, 0.00, 0.00, 2777.46, 2777.46,0
563,3,3307.58,300.00,0.41,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
564,1,3307.58,300.00,0.42,1,154.00,45.00, 2.20,250.00,220.00,1458.51,173.73,43.99,60.00,60.00, 0.00, 0.00, 3.36, 5.51, 0.00, 0.00, 2777.46, 2777.46,0
564,2,3307.58,300.00,0.42,1,154.00,45.00, 3.20,210.00,260.00,2015.76,197.12,50.20,60.00,60.00, 4.29, 14.43, 4.23, 0.87, 0.00, 0.00, 2777.46, 2777.46,0
564,3,3307.58,300.00,0.42,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
565,1,3307.58,300.00,0.43,1,154.00,45.00, 2.20,250.00,220.00,1458.85,181.28,45.99,60.00,60.00, 0.00, 0.00, 3.97, 5.40, 0.00, 0.00, 2777.46, 2777.46,0
565,2,3307.58,300.00,0.43,1,154.00,45.00, 3.20,210.00,260.00,2015.71,197.73,50.36,60.00,60.00, 4.29, 12.86, 4.69, 1.03, 0.00, 0.00, 2777.46, 2777.46,0
565,3,3307.58,300.00,0.43,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
566,1,3307.58,300.00,0.44,1,154.00,45.00, 2.20,250.00,220.00,1458.25,188.94,48.03,60.00,60.00, 0.00, 0.00, 4.12, 5.62, 0.00, 0.00, 2777.46, 2777.46,0
566,2,3307.58,300.00,0.44,1,154.00,45.00, 3.20,210.00,260.00,2015.78,198.48,50.56,60.00,60.00, 4.29, 11.08, 5.22, 1.23, 0.00, 0.00, 2777.46, 2777.46,0
566,3,3307.58,300.00,0.44,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
567,1,3307.58,300.00,0.45,1,154.00,45.00, 2.20,250.00,220.00,1457.92,197.92,50.41,60.00,60.00, 0.00, 0.00, 4.53, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
567,2,3307.58,300.00,0.45,1,154.00,45.00, 3.20,210.00,260.00,2015.79,199.84,50.92,60.00,60.00, 4.29, 9.19, 5.71, 1.59, 0.00, 0.00, 2777.46, 2777.46,0
567,3,3307.58,300.00,0.45,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
568,1,3307.58,300.00,0.46,1,154.00,45.00, 2.20,250.00,220.00,1457.92,208.29,53.16,60.00,60.00, 0.00, 0.00, 5.13, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
568,2,3307.58,300.00,0.46,1,154.00,45.00, 3.20,210.00,260.00,2015.76,200.87,51.19,60.00,60.00, 4.29, 6.82, 6.53, 1.86, 0.00, 0.00, 2777.46, 2777.46,0
568,3,3307.58,300.00,0.46,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
569,1,3307.58,300.00,0.47,1,154.00,45.00, 2.20,250.00,220.00,1458.21,220.63,56.44,60.00,60.00, 0.00, 0.00, 6.07, 5.54, 0.00, 0.00, 2777.46, 2777.46,0
569,2,3307.58,300.00,0.47,1,154.00,45.00, 3.20,210.00,260.00,2010.31,197.86,50.39,60.00,60.00, 4.29, 1.01, 10.46, 1.19, 0.00, 0.00, 2777.46, 2777.46,0
569,3,3307.58,300.00,0.47,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
570,1,3307.58,300.00,0.48,1,154.00,45.00, 2.20,250.00,220.00,1457.82,233.85,59.95,60.00,60.00, 0.00, 0.00, 6.58, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
570,2,3307.58,300.00,0.48,1,154.00,45.00, 3.20,210.00,260.00,2016.02,203.42,51.87,60.00,60.00, 0.00, 0.00, 9.60, 2.53, 0.00, 0.00, 2777.46, 2777.46,0
570,3,3307.58,300.00,0.48,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
571,1,3307.58,300.00,0.49,1,154.00,45.00, 2.20,250.00,219.86,1457.68,249.71,64.16,60.00,60.00, 0.00, 0.00, 7.44, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
571,2,3307.58,300.00,0.49,1,154.00,45.00, 3.20,210.00,260.00,2000.83,210.48,53.74,60.00,60.00, 0.00, 0.00, 6.96, 4.76, 0.00, 0.00, 2777.46, 2777.46,0
571,3,3307.58,300.00,0.49,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
572,1,3307.58,300.00,0.50,1,154.00,45.00, 2.20,250.00,220.00,1457.74,268.66,69.20,60.00,60.00, 0.00, 0.00, 8.49, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
572,2,3307.58,300.00,0.50,1,154.00,45.00, 3.20,210.00,260.00,2016.91,222.64,56.97,60.00,60.00, 0.00, 0.00, 6.74, 5.25, 0.00, 0.00, 2777.46, 2777.46,0
572,3,3307.58,300.00,0.50,1,154.00,45.00, 4.00,0.00,264.20,2443.18,229.85,59.08,0.00,60.00, 4.29, 48.93, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
573,1,3307.58,350.00,0.40,1,154.00,45.00, 2.20,250.00,220.00,1247.82,170.57,43.15,60.00,60.00, 0.00, 0.00, 4.49, 5.60, 0.00, 0.00, 2777.46, 2777.46,0
573,2,3307.58,350.00,0.40,1,154.00,45.00, 3.20,210.00,260.00,1703.88,173.41,43.90,60.00,60.00, 4.29, 7.36, 6.14, 1.69, 0.00, 0.00, 2777.46, 2777.46,0
573,3,3307.58,350.00,0.40,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
574,1,3307.58,350.00,0.41,1,154.00,45.00, 2.20,250.00,220.00,1247.69,176.76,44.79,60.00,60.00, 0.00, 0.00, 4.79, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
574,2,3307.58,350.00,0.41,1,154.00,45.00, 3.20,210.00,260.00,1704.05,170.31,43.08,60.00,60.00, 4.29, 3.72, 8.85, 0.86, 0.00, 0.00, 2777.46, 2777.46,0
574,3,3307.58,350.00,0.41,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
575,1,3307.58,350.00,0.42,1,154.00,45.00, 2.20,250.00,220.00,1247.76,184.25,46.78,60.00,60.00, 0.00, 0.00, 5.57, 5.51, 0.00, 0.00, 2777.46, 2777.46,0
575,2,3307.58,350.00,0.42,1,154.00,45.00, 3.20,210.00,260.00,1673.89,171.43,43.38,60.00,60.00, 4.29, 0.51, 10.35, 1.85, 0.00, 0.00, 2777.46, 2777.46,0
575,3,3307.58,350.00,0.42,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
576,1,3307.58,350.00,0.43,1,154.00,45.00, 2.20,250.00,220.00,1247.71,191.68,48.75,60.00,60.00, 0.00, 0.00, 5.83, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
576,2,3307.58,350.00,0.43,1,154.00,45.00, 3.20,210.00,260.00,1704.26,175.53,44.46,60.00,60.00, 0.00, 0.00, 10.43, 2.24, 0.00, 0.00, 2777.46, 2777.46,0
