Run No., Proc No., TBV(Ogawa),Cpre, H(%), Sex , Height(cm),Weight(kg),Yield, Vp, Vc, Vintarg, Vac, Time(min), Qin-pp, Qin-mr, Qch-mr,Time(mr),Time(PCA),Time(ExtPCA),Time(PIR_PLASMA),Time(PIR_NOPLASMA),Rpm(mr),Rpm(pp),Status
576,3,3307.58,350.00,0.43,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
577,1,3307.58,350.00,0.44,1,154.00,45.00, 2.20,250.00,220.00,1247.54,200.45,51.08,60.00,60.00, 0.00, 0.00, 6.43, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
577,2,3307.58,350.00,0.44,1,154.00,45.00, 3.20,210.00,260.00,1699.32,180.29,45.73,60.00,60.00, 0.00, 0.00, 9.07, 3.62, 0.00, 0.00, 2777.46, 2777.46,0
577,3,3307.58,350.00,0.44,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
578,1,3307.58,350.00,0.45,1,154.00,45.00, 2.20,250.00,220.00,1247.59,210.98,53.88,60.00,60.00, 0.00, 0.00, 7.49, 5.45, 0.00, 0.00, 2777.46, 2777.46,0
578,2,3307.58,350.00,0.45,1,154.00,45.00, 3.20,210.00,260.00,1675.15,185.42,47.09,60.00,60.00, 0.00, 0.00, 7.13, 5.54, 0.00, 0.00, 2777.46, 2777.46,0
578,3,3307.58,350.00,0.45,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
579,1,3307.58,350.00,0.46,1,154.00,45.00, 2.20,250.00,219.97,1247.44,221.49,56.67,60.00,60.00, 0.00, 0.00, 7.84, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
579,2,3307.58,350.00,0.46,1,154.00,45.00, 3.20,210.00,260.00,1703.81,192.72,49.03,60.00,60.00, 0.00, 0.00, 7.24, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
579,3,3307.58,350.00,0.46,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
580,1,3307.58,350.00,0.47,1,154.00,45.00, 2.20,250.00,220.00,1247.53,234.33,60.08,60.00,60.00, 0.00, 0.00, 8.72, 5.69, 0.00, 0.00, 2777.46, 2777.46,0
580,2,3307.58,350.00,0.47,1,154.00,45.00, 3.20,210.00,260.00,1703.97,203.79,51.97,60.00,60.00, 0.00, 0.00, 8.21, 5.60, 0.00, 0.00, 2777.46, 2777.46,0
580,3,3307.58,350.00,0.47,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
581,1,3307.58,350.00,0.48,1,154.00,45.00, 2.20,250.00,218.08,1225.36,249.40,64.08,60.00,60.00, 0.00, 0.00, 9.69, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
581,2,3307.58,350.00,0.48,1,154.00,45.00, 3.20,210.00,260.00,1703.65,215.95,55.20,60.00,60.00, 0.00, 0.00, 8.97, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
581,3,3307.58,350.00,0.48,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
582,1,3307.58,350.00,0.49,1,154.00,45.00, 2.20,250.00,219.99,1247.34,266.21,68.55,60.00,60.00, 0.00, 0.00, 10.76, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
582,2,3307.58,350.00,0.49,1,154.00,45.00, 3.20,210.00,260.00,1704.35,231.64,59.36,60.00,60.00, 0.00, 0.00, 10.63, 5.34, 0.00, 0.00, 2777.46, 2777.46,0
582,3,3307.58,350.00,0.49,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
583,1,3307.58,350.00,0.50,1,154.00,45.00, 2.20,250.00,219.89,1223.37,284.45,73.40,60.00,60.00, 0.00, 0.00, 11.49, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
583,2,3307.58,350.00,0.50,1,154.00,45.00, 3.20,210.00,256.78,1689.57,246.35,63.27,60.00,60.00, 0.00, 0.00, 10.92, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
583,3,3307.58,350.00,0.50,1,154.00,45.00, 4.00,0.00,263.69,2104.26,200.71,51.34,0.00,60.00, 4.29, 41.19, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
584,1,3307.58,400.00,0.40,1,154.00,45.00, 2.20,250.00,220.00,1090.23,177.51,44.99,60.00,60.00, 0.00, 0.00, 5.85, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
584,2,3307.58,400.00,0.40,1,154.00,45.00, 3.20,210.00,260.00,1481.86,163.04,41.15,60.00,60.00, 0.00, 0.00, 8.43, 4.00, 0.00, 0.00, 2777.46, 2777.46,0
584,3,3307.58,400.00,0.40,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
585,1,3307.58,400.00,0.41,1,154.00,45.00, 2.20,250.00,220.00,1090.08,184.32,46.80,60.00,60.00, 0.00, 0.00, 6.42, 5.67, 0.00, 0.00, 2777.46, 2777.46,0
585,2,3307.58,400.00,0.41,1,154.00,45.00, 3.20,210.00,260.00,1467.07,166.93,42.18,60.00,60.00, 0.00, 0.00, 7.16, 5.38, 0.00, 0.00, 2777.46, 2777.46,0
585,3,3307.58,400.00,0.41,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
586,1,3307.58,400.00,0.42,1,154.00,45.00, 2.20,250.00,220.00,1090.15,192.45,48.96,60.00,60.00, 0.00, 0.00, 7.43, 5.36, 0.00, 0.00, 2777.46, 2777.46,0
586,2,3307.58,400.00,0.42,1,154.00,45.00, 3.20,210.00,260.00,1480.73,172.09,43.55,60.00,60.00, 0.00, 0.00, 7.12, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
586,3,3307.58,400.00,0.42,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
587,1,3307.58,400.00,0.43,1,154.00,45.00, 2.20,250.00,220.00,1090.09,199.97,50.96,60.00,60.00, 0.00, 0.00, 7.56, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
587,2,3307.58,400.00,0.43,1,154.00,45.00, 3.20,210.00,260.00,1480.67,179.37,45.49,60.00,60.00, 0.00, 0.00, 7.80, 5.68, 0.00, 0.00, 2777.46, 2777.46,0
587,3,3307.58,400.00,0.43,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
588,1,3307.58,400.00,0.44,1,154.00,45.00, 2.20,250.00,220.00,1090.05,209.51,53.49,60.00,60.00, 0.00, 0.00, 8.43, 5.59, 0.00, 0.00, 2777.46, 2777.46,0
588,2,3307.58,400.00,0.44,1,154.00,45.00, 3.20,210.00,260.00,1481.16,188.04,47.79,60.00,60.00, 0.00, 0.00, 8.88, 5.42, 0.00, 0.00, 2777.46, 2777.46,0
588,3,3307.58,400.00,0.44,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
589,1,3307.58,400.00,0.45,1,154.00,45.00, 2.20,250.00,220.00,1090.01,219.61,56.17,60.00,60.00, 0.00, 0.00, 9.01, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
589,2,3307.58,400.00,0.45,1,154.00,45.00, 3.20,210.00,260.00,1480.54,196.51,50.03,60.00,60.00, 0.00, 0.00, 9.27, 5.69, 0.00, 0.00, 2777.46, 2777.46,0
589,3,3307.58,400.00,0.45,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
590,1,3307.58,400.00,0.46,1,154.00,45.00, 2.20,250.00,220.00,1089.99,231.66,59.37,60.00,60.00, 0.00, 0.00, 10.03, 5.61, 0.00, 0.00, 2777.46, 2777.46,0
590,2,3307.58,400.00,0.46,1,154.00,45.00, 3.20,210.00,260.00,1480.69,206.97,52.81,60.00,60.00, 0.00, 0.00, 10.25, 5.62, 0.00, 0.00, 2777.46, 2777.46,0
590,3,3307.58,400.00,0.46,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
591,1,3307.58,400.00,0.47,1,154.00,45.00, 2.20,250.00,218.76,1085.20,244.45,62.77,60.00,60.00, 0.00, 0.00, 10.74, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
591,2,3307.58,400.00,0.47,1,154.00,45.00, 3.20,210.00,260.00,1480.41,218.49,55.87,60.00,60.00, 0.00, 0.00, 11.10, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
591,3,3307.58,400.00,0.47,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
592,1,3307.58,400.00,0.48,1,154.00,45.00, 2.20,250.00,220.0,1063.26,258.24,66.44,60.00,60.00, 0.00, 0.00, 11.39, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
592,2,3307.58,400.00,0.48,1,154.00,45.00, 3.20,210.00,256.90,1467.92,230.98,59.19,60.00,60.00, 0.00, 0.00, 11.94, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
592,3,3307.58,400.00,0.48,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
593,1,3307.58,400.00,0.49,1,154.00,45.00, 2.20,250.00,220.00,1089.87,278.51,71.81,60.00,60.00, 4.29, 3.99, 9.24, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
593,2,3307.58,400.00,0.49,1,154.00,45.00, 3.20,210.00,259.56,1480.24,247.56,63.59,60.00,60.00, 0.00, 0.00, 13.44, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
593,3,3307.58,400.00,0.49,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
594,1,3307.58,400.00,0.50,1,154.00,45.00, 2.20,250.00,220.00,1089.84,299.91,77.50,60.00,60.00, 4.29, 8.19, 6.51, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
594,2,3307.58,400.00,0.50,1,154.00,45.00, 3.20,210.00,255.10,1458.90,264.69,68.15,60.00,60.00, 0.00, 0.00, 14.52, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
594,3,3307.58,400.00,0.50,1,154.00,45.00, 4.00,0.00,264.70,1812.71,175.66,44.68,0.00,60.00, 4.29, 34.54, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
595,1,3807.58,150.00,0.40,1,154.00,55.00, 2.20,250.00,220.68,2575.92,242.00,63.06,60.00,60.00, 4.29, 28.40, 0.68, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
595,2,3807.58,150.00,0.40,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
595,3,3807.58,150.00,0.40,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
596,1,3807.58,150.00,0.41,1,154.00,55.00, 2.20,250.00,219.10,2575.80,241.99,63.05,60.00,60.00, 4.29, 27.25, 0.70, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
596,2,3807.58,150.00,0.41,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
596,3,3807.58,150.00,0.41,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
597,1,3807.58,150.00,0.42,1,154.00,55.00, 2.20,250.00,219.09,2575.79,241.99,63.05,60.00,60.00, 4.29, 25.93, 0.79, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
597,2,3807.58,150.00,0.42,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
597,3,3807.58,150.00,0.42,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
598,1,3807.58,150.00,0.43,1,154.00,55.00, 2.20,250.00,219.30,2575.82,241.99,63.05,60.00,60.00, 4.29, 24.46, 0.90, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
598,2,3807.58,150.00,0.43,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
598,3,3807.58,150.00,0.43,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
599,1,3807.58,150.00,0.44,1,154.00,55.00, 2.20,250.00,219.04,2575.87,241.99,63.05,60.00,60.00, 4.29, 22.85, 1.01, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
599,2,3807.58,150.00,0.44,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
599,3,3807.58,150.00,0.44,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
600,1,3807.58,150.00,0.45,1,154.00,55.00, 2.20,250.00,219.05,2575.89,241.99,63.05,60.00,60.00, 4.29, 21.03, 1.15, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
600,2,3807.58,150.00,0.45,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
600,3,3807.58,150.00,0.45,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
601,1,3807.58,150.00,0.46,1,154.00,55.00, 2.20,250.00,219.03,2575.83,241.99,63.05,60.00,60.00, 4.29, 18.97, 1.33, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
601,2,3807.58,150.00,0.46,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
601,3,3807.58,150.00,0.46,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
602,1,3807.58,150.00,0.47,1,154.00,55.00, 2.20,250.00,220.00,2575.84,242.33,63.14,60.00,60.00, 4.29, 16.62, 1.55, 0.09, 0.00, 0.00, 2777.46, 2777.46,0
602,2,3807.58,150.00,0.47,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
602,3,3807.58,150.00,0.47,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
603,1,3807.58,150.00,0.48,1,154.00,55.00, 2.20,250.00,220.00,2575.85,242.44,63.16,60.00,60.00, 4.29, 13.94, 1.82, 0.12, 0.00, 0.00, 2777.46, 2777.46,0
603,2,3807.58,150.00,0.48,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
603,3,3807.58,150.00,0.48,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
604,1,3807.58,150.00,0.49,1,154.00,55.00, 2.20,250.00,220.00,2575.82,242.59,63.20,60.00,60.00, 4.29, 10.82, 2.17, 0.16, 0.00, 0.00, 2777.46, 2777.46,0
604,2,3807.58,150.00,0.49,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
604,3,3807.58,150.00,0.49,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
605,1,3807.58,150.00,0.50,1,154.00,55.00, 2.20,250.00,220.00,2575.85,242.82,63.26,60.00,60.00, 4.29, 7.15, 2.63, 0.22, 0.00, 0.00, 2777.46, 2777.46,0
605,2,3807.58,150.00,0.50,1,154.00,55.00, 3.20,0.00,0.00,0.00,264.69,68.15,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
605,3,3807.58,150.00,0.50,1,154.00,55.00, 4.00,0.00,0.00,0.00,175.66,44.68,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
606,1,3807.58,200.00,0.40,1,154.00,55.00, 2.20,250.00,220.00,1996.21,194.55,49.96,60.00,60.00, 4.29, 13.20, 2.85, 0.63, 0.00, 0.00, 2777.46, 2777.46,0
606,2,3807.58,200.00,0.40,1,154.00,55.00, 3.20,210.00,261.85,2749.52,256.93,66.53,60.00,60.00, 4.29, 36.40, 0.78, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
606,3,3807.58,200.00,0.40,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
607,1,3807.58,200.00,0.41,1,154.00,55.00, 2.20,250.00,220.00,1996.21,194.81,50.03,60.00,60.00, 4.29, 11.78, 3.16, 0.70, 0.00, 0.00, 2777.46, 2777.46,0
607,2,3807.58,200.00,0.41,1,154.00,55.00, 3.20,210.00,261.67,2749.48,256.92,66.53,60.00,60.00, 4.29, 35.38, 0.86, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
607,3,3807.58,200.00,0.41,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
608,1,3807.58,200.00,0.42,1,154.00,55.00, 2.20,250.00,220.00,1996.18,195.13,50.11,60.00,60.00, 4.29, 10.19, 3.53, 0.79, 0.00, 0.00, 2777.46, 2777.46,0
608,2,3807.58,200.00,0.42,1,154.00,55.00, 3.20,210.00,260.59,2749.44,256.92,66.52,60.00,60.00, 4.29, 34.29, 0.92, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
608,3,3807.58,200.00,0.42,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
609,1,3807.58,200.00,0.43,1,154.00,55.00, 2.20,250.00,220.00,1996.12,195.53,50.22,60.00,60.00, 4.29, 8.40, 3.97, 0.89, 0.00, 0.00, 2777.46, 2777.46,0
609,2,3807.58,200.00,0.43,1,154.00,55.00, 3.20,210.00,259.11,2749.48,256.91,66.52,60.00,60.00, 4.29, 33.10, 0.98, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
609,3,3807.58,200.00,0.43,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
610,1,3807.58,200.00,0.44,1,154.00,55.00, 2.20,250.00,220.00,1996.21,196.04,50.35,60.00,60.00, 4.29, 6.38, 4.49, 1.03, 0.00, 0.00, 2777.46, 2777.46,0
610,2,3807.58,200.00,0.44,1,154.00,55.00, 3.20,210.00,259.03,2749.47,256.91,66.52,60.00,60.00, 4.29, 31.72, 1.10, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
610,3,3807.58,200.00,0.44,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
611,1,3807.58,200.00,0.45,1,154.00,55.00, 2.20,250.00,220.00,1996.14,196.71,50.53,60.00,60.00, 4.29, 4.07, 5.14, 1.21, 0.00, 0.00, 2777.46, 2777.46,0
611,2,3807.58,200.00,0.45,1,154.00,55.00, 3.20,210.00,259.15,2749.42,256.91,66.52,60.00,60.00, 4.29, 30.18, 1.24, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
611,3,3807.58,200.00,0.45,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
612,1,3807.58,200.00,0.46,1,154.00,55.00, 2.20,250.00,220.00,1995.94,197.62,50.77,60.00,60.00, 4.29, 1.40, 5.94, 1.45, 0.00, 0.00, 2777.46, 2777.46,0
612,2,3807.58,200.00,0.46,1,154.00,55.00, 3.20,210.00,260.00,2749.48,257.40,66.64,60.00,60.00, 4.29, 28.47, 1.38, 0.13, 0.00, 0.00, 2777.46, 2777.46,0
612,3,3807.58,200.00,0.46,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
613,1,3807.58,200.00,0.47,1,154.00,55.00, 2.20,250.00,220.00,1996.28,201.50,51.79,60.00,60.00, 0.00, 0.00, 5.24, 2.47, 0.00, 0.00, 2777.46, 2777.46,0
613,2,3807.58,200.00,0.47,1,154.00,55.00, 3.20,210.00,260.00,2749.50,257.48,66.67,60.00,60.00, 4.29, 26.50, 1.58, 0.15, 0.00, 0.00, 2777.46, 2777.46,0
613,3,3807.58,200.00,0.47,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
614,1,3807.58,200.00,0.48,1,154.00,55.00, 2.20,250.00,220.00,1998.13,208.17,53.57,60.00,60.00, 0.00, 0.00, 2.89, 4.21, 0.00, 0.00, 2777.46, 2777.46,0
614,2,3807.58,200.00,0.48,1,154.00,55.00, 3.20,210.00,260.00,2749.50,257.59,66.69,60.00,60.00, 4.29, 24.24, 1.82, 0.18, 0.00, 0.00, 2777.46, 2777.46,0
614,3,3807.58,200.00,0.48,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
615,1,3807.58,200.00,0.49,1,154.00,55.00, 2.20,250.00,220.00,1995.92,217.08,55.93,60.00,60.00, 0.00, 0.00, 0.90, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
615,2,3807.58,200.00,0.49,1,154.00,55.00, 3.20,210.00,260.00,2749.48,257.73,66.73,60.00,60.00, 4.29, 21.62, 2.13, 0.22, 0.00, 0.00, 2777.46, 2777.46,0
615,3,3807.58,200.00,0.49,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
616,1,3807.58,200.00,0.50,1,154.00,55.00, 2.20,250.00,220.00,1995.87,233.04,60.17,60.00,60.00, 0.00, 0.00, 1.42, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
616,2,3807.58,200.00,0.50,1,154.00,55.00, 3.20,210.00,260.00,2749.51,257.94,66.78,60.00,60.00, 4.29, 18.54, 2.52, 0.27, 0.00, 0.00, 2777.46, 2777.46,0
616,3,3807.58,200.00,0.50,1,154.00,55.00, 4.00,0.00,264.02,3449.81,316.36,82.60,0.00,60.00, 3.82, 62.14, 0.00, 0.00, 0.00, 6.29, 2777.46, 3000.00,0
617,1,3807.58,250.00,0.40,1,154.00,55.00, 2.20,250.00,220.00,1705.23,172.07,43.70,60.00,60.00, 4.29, 4.45, 5.08, 1.30, 0.00, 0.00, 2777.46, 2777.46,0
617,2,3807.58,250.00,0.40,1,154.00,55.00, 3.20,210.00,260.00,2278.07,217.38,55.74,60.00,60.00, 4.29, 24.34, 2.20, 0.26, 0.00, 0.00, 2777.46, 2777.46,0
617,3,3807.58,250.00,0.40,1,154.00,55.00, 4.00,0.00,266.46,2774.39,258.32,66.76,0.00,60.00, 4.29, 55.68, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
618,1,3807.58,250.00,0.41,1,154.00,55.00, 2.20,250.00,220.00,1705.22,172.76,43.88,60.00,60.00, 4.29, 2.77, 5.66, 1.49, 0.00, 0.00, 2777.46, 2777.46,0
618,2,3807.58,250.00,0.41,1,154.00,55.00, 3.20,210.00,260.00,2278.06,217.62,55.80,60.00,60.00, 4.29, 23.21, 2.40, 0.32, 0.00, 0.00, 2777.46, 2777.46,0
618,3,3807.58,250.00,0.41,1,154.00,55.00, 4.00,0.00,266.46,2774.39,258.32,66.76,0.00,60.00, 4.29, 55.68, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
619,1,3807.58,250.00,0.42,1,154.00,55.00, 2.20,250.00,220.00,1681.25,172.29,43.75,60.00,60.00, 0.00, 0.00, 6.66, 1.91, 0.00, 0.00, 2777.46, 2777.46,0
619,2,3807.58,250.00,0.42,1,154.00,55.00, 3.20,210.00,260.00,2278.05,217.86,55.86,60.00,60.00, 4.29, 21.95, 2.64, 0.39, 0.00, 0.00, 2777.46, 2777.46,0
619,3,3807.58,250.00,0.42,1,154.00,55.00, 4.00,0.00,266.46,2774.39,258.32,66.76,0.00,60.00, 4.29, 55.68, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
620,1,3807.58,250.00,0.43,1,154.00,55.00, 2.20,250.00,220.00,1663.01,176.77,44.94,60.00,60.00, 0.00, 0.00, 4.90, 3.52, 0.00, 0.00, 2777.46, 2777.46,0
